src_id,src_numeric_id,name_en,name_ar,domain,institution,category,source_type,source_class,sector_category,sub_sector_tag,geographic_coverage,time_coverage_start,time_coverage_end,access_method,access_method_norm,auth_required,data_format,update_frequency,update_frequency_norm,cadence,cadence_norm,cadence_lag_tolerance,tier,reliability_score,confidence_grade,license,partnership_required,partnership_action_email,routing_function,dashboard_modules_linked,integration_targets,embedded_indicators,data_fields,transformation_notes,granularity_caveats,fallback_plan,admin_alert_trigger_condition,ingestion_method,ingestion_owner_agent,multilingual_required,glossary_terms_required,evidence_pack_flag,yeto_usage,yeto_module,coverage,typical_lag_days,typical_lag_text,notes,tags,status,active,url,url_raw,origin,ai_coach_prompt,auth_required_raw,access_method_norm_raw,update_frequency_norm_raw,cadence_norm_raw,cadence_lag_tolerance_raw,url_raw_original,source_class_label
SRC-211,211,Reports,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-212,212,(Top Enterprises),,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-213,213,Investments,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-214,214,Program (ATFP),,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-215,215,Finance Gap Database,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-216,216,https://www.gsma.com/mobilemoneymetrics/ Money Changers (Licensed and Unlicensed) Registry,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-217,217,Announcers,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-218,218,Authority (if available),,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-219,219,"Mukalla Throughput 
Licensing Data Reports",,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-220,220,Reports SRC-069 | Trade regulation | National,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-221,221,Papers,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-222,222,Economic & Corporate Affairs),,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-223,223,Company,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-224,224,TBD Source (SRC-224) — Needs Review,,n,,,,DATA_NUMERIC,,,Yemen,2010,2026,Manual/Web,MANUAL,Yes,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,Manual,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,PENDING_REVIEW,True,,N/A (offline/manual),inclusive_pdf,,Unknown,MANUAL+WEB,IRREGULAR,IRREGULAR,per-source,N/A (offline/manual),Documents/Analysis
SRC-023,23,Central Bank of Yemen FX Auction Archive (Aden),,cby-ye.com,Central Bank of Yemen,Official FX auctions,,DATA_NUMERIC,Official FX auctions,,National,2010,2026,WEB,WEB,No,Unknown,Weekly,WEEKLY,WEEKLY,WEEKLY,14.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Already in master registry; keep.,Official FX auctions,ACTIVE,True,http://cby-ye.com,[CBY Aden site](http://cby-ye.com),extended,,Unknown,WEB,WEEKLY,WEEKLY,14 days,http://cby-ye.com,Documents/Analysis
SRC-070,70,China International Development Cooperation Agency (CIDCA),,en.cidca.gov.cn,,Aid & infrastructure,,DATA_NUMERIC,Aid & infrastructure,,Global,2010,2026,WEB,WEB,No,Unknown,Irregular,IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,China-financed development projects; may involve ports/energy; gather announcements.,Aid & infrastructure,ACTIVE,True,http://en.cidca.gov.cn,[CIDCA press releases](http://en.cidca.gov.cn),extended,,Unknown,WEB,IRREGULAR,IRREGULAR,per-source,http://en.cidca.gov.cn,Documents/Analysis
SRC-114,114,Asharq Al‑Awsat & The National (UAE),,aawsat.com,,Media,,NEWS_MEDIA,Media,,Regional,2010,2026,WEB,WEB,No,Unknown,Daily,DAILY,DAILY,DAILY,2.0,T3,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Coverage on Yemen’s business and economy; narrative; cross‑verify.,Media,ACTIVE,True,https://aawsat.com,[Asharq Economy](https://aawsat.com),extended,,Unknown,WEB,DAILY,DAILY,48 hours,https://aawsat.com,Documents/Analysis
SRC-118,118,CAMS (Copernicus Atmosphere Monitoring Service) Air Quality and Dust Forecasts,,ads.atmosphere.copernicus.eu,,Environment & health,,DATA_NUMERIC,Environment & health,,Global,2010,2026,WEB,WEB,No,Unknown,Daily,DAILY,DAILY,DAILY,2.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Provides dust storm forecasts and air quality metrics (PM10, PM2.5) which can impact livelihoods and health; integrate if relevant.",Environment & health,ACTIVE,True,https://ads.atmosphere.copernicus.eu,[CAMS Data Store](https://ads.atmosphere.copernicus.eu),extended,,Unknown,WEB,DAILY,DAILY,48 hours,https://ads.atmosphere.copernicus.eu,Documents/Analysis
SRC-061,61,AidData (William & Mary),,aiddata.org,,Aid & projects,,DATA_NUMERIC,Aid & projects,,Global,2010,2026,WEB,WEB,No,Unknown,Annual/Continuous,ANNUAL,ANNUAL,ANNUAL,240.0,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Large database of development finance; includes some Yemen projects with geolocation; can augment IATI/FTS; registration required.,Aid & projects,ACTIVE,True,https://aiddata.org/datasets,[AidData Database](https://aiddata.org/datasets),extended,,Unknown,WEB,ANNUAL,ANNUAL,240 days,https://aiddata.org/datasets,Documents/Analysis
SRC-006,6,Arab Monetary Fund (AMF),,amf.org.ae,,Macro & Monetary,,DATA_NUMERIC,Macro & Monetary,,Regional (MENA),2010,2026,WEB,WEB,No,Unknown,Quarterly/Annual,QUARTERLY,QUARTERLY,QUARTERLY,120.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Aggregated macro statistics for Arab countries; may provide monetary aggregates and inflation proxies.  *Check licensing.*,Macro & Monetary,ACTIVE,True,https://amf.org.ae,[AMF Economic Data](https://amf.org.ae),extended,,Unknown,WEB,QUARTERLY,QUARTERLY,120 days,https://amf.org.ae,Documents/Analysis
SRC-180,180,ACLED (Armed Conflict Location & Event Data),,api.acleddata.com,ACLED,Conflict Events,,SANCTIONS_LIST,Conflict Events,,Global NGO,2010,2026,REST API with token or bulk CSV downloads (license required),API,Yes,Unknown,Weekly,WEEKLY,WEEKLY,WEEKLY,14.0,T2,A-,A,ACLED data © ACLED; non-commercial use with attribution; license required; show disclaimer,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,"Event ID, date, admin1/admin2 coordinates, event type, actors, fatalities, source info",TBD,Highly granular (village-level events); fatalities are estimates; ACLED not official casualty count; sensitive data; display as overlay optional; fallback to UCDP or GDELT if ACLED not available,Use alternates/proxies; log gap ticket,TBD,"Conditional API connector – automated weekly pulls if licensed; data stored as sensitive; filtered/aggregated for display; fallback to other sources (e.g. UCDP, GDELT) if license unavailable; Data Gap Ticket if no access",Manus,0,0,0,Feeds Conflict Timeline; allows correlation with economic indicators; informs AI Assistant; maps and heatmaps; stakeholder pages for security actors; sanctions/compliance,"Interactive Timeline, Maps, AI evidence, Conflict overview, Sanctions/Compliance","Detailed conflict events: battles, airstrikes, explosions, protests, strategic developments; dates & locations; covers 2015–present (some data 2011–2014); weekly updates",,Low – events added within 1–2 weeks,,"Conflict Events;Interactive Timeline, Maps, AI evidence, Conflict overview, Sanctions/Compliance",ACTIVE,True,https://api.acleddata.com/acled/read?country=Yemen&year=2023,https://api.acleddata.com/acled/read?country=Yemen&year=2023 (requires API key),master,,API key required; free for researchers,API,WEEKLY,WEEKLY,14 days,https://api.acleddata.com/acled/read?country=Yemen&year=2023,Documents/Analysis
SRC-176,176,UNOCHA Financial Tracking Service (FTS),,api.hpc.tools,UN OCHA,Humanitarian Aid Flows,,DATA_NUMERIC,Humanitarian Aid Flows,,Global,2010,2026,"REST API (JSON) – no key needed; filter by country, year, appeal",API,No,Unknown,Daily – continuous updates,DAILY,DAILY,DAILY,2.0,T1,A,A,Open data; usage per OCHA terms; attribution required,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,"Donor, recipient, plan, cluster/sector, amount (USD), funding status, dates, FTS ID; aggregates",TBD,Country-level flows; subnational earmarking not well captured; double-counting possible; cross-checked with IATI; duplicates flagged,Use alternates/proxies; log gap ticket,TBD,API connector scheduled daily; aggregates data; links flows to HRP documents; retries and Data Gap Ticket on failure; manual CSV fallback,Manus,0,0,0,"Powers Aid Tracker – total funding, donor rankings, sector allocations, funding gaps; Stakeholder pages; scenario modeling; research grounding for AI","Aid Funding Dashboard, Donor Profiles, Cluster/Sector Pages, Crisis Timeline, AI Assistant","All humanitarian funding to Yemen (donor, recipient, sector, plan, amount, status) from 2010–present; includes HRP vs outside-plan funding and totals",,Low – new contributions appear within days,,"Humanitarian Aid Flows;Aid Funding Dashboard, Donor Profiles, Cluster/Sector Pages, Crisis Timeline, AI Assistant",ACTIVE,True,https://api.hpc.tools/v2/public/fts/flow?countryISO=YEM,https://api.hpc.tools/v2/public/fts/flow?countryISO=YEM,master,,Unknown,API,DAILY,DAILY,48 hours,https://api.hpc.tools/v2/public/fts/flow?countryISO=YEM,Documents/Analysis
SRC-175,175,ILOSTAT (Labor & Employment),,api.ilo.org,International Labour Organization,Socio-economic (Labor),,DATA_NUMERIC,Socio-economic (Labor),,Global,2010,2026,REST API (JSON/CSV) with API key; bulk downloads available,API,Yes,Unknown,Annual; some modeled estimates more frequent,ANNUAL,ANNUAL,ANNUAL,240.0,T1,B,B,Open data with attribution; API token required,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,"Indicator code, sex/age disaggregation, year, value, unit",TBD,"National, annual; no subnational labor data; post-2015 data are estimates with lower confidence; YETO notes discrepancies between sources",Use alternates/proxies; log gap ticket,TBD,API connector scheduled to fetch latest data; fallback to CSV; Data Gap Ticket if missing; modelled data flagged,Manus,0,0,0,"Feeds Social Indicators – unemployment trends, labor force size; informs Scenario Simulator and Stakeholder pages","Macro/Social Trends, Research Hub, Glossary","Employment/unemployment rates, labor force participation, youth NEET, wages, etc.; data up to 2014; modelled updates for later years",,High – data often a couple years old,,"Socio-economic (Labor);Macro/Social Trends, Research Hub, Glossary",ACTIVE,True,https://api.ilo.org/data/export/JSON?country=YEM,https://api.ilo.org/data/export/JSON?country=YEM (API),master,,API token needed,API,ANNUAL,ANNUAL,240 days,https://api.ilo.org/data/export/JSON?country=YEM,Documents/Analysis
SRC-178,178,ReliefWeb API (Reports),,api.reliefweb.int,UN OCHA – ReliefWeb,Humanitarian Information (Media/Reports),,NEWS_MEDIA,Humanitarian Information (Media/Reports),,Global (Yemen filter),2010,2026,REST API – no key (app name parameter for usage tracking),API,No,Unknown,Continuous – daily updates,DAILY,DAILY,DAILY,2.0,T1,A,A,Open access to metadata; content may have separate copyrights; respect original source rights; do not republish full content without permission,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,"Report title, publication date, source organization, country tags, themes, summary, URL to full report, full text or PDF link",TBD,Narrative info; some subnational details in text; PDF/scan may require OCR; flagged for manual processing if extraction fails,Use alternates/proxies; log gap ticket,TBD,API connector runs daily to fetch new reports; stores metadata and full text/excerpt; content indexed for search; tags captured; manual processing for large/scanned PDFs,Manus,0,0,0,"Populates Research Hub library; provides evidence and context; used by AI assistant for citations; feeds Timeline module; includes WFP bulletins, UN updates, ACAPS reports","Research Hub Library, Interactive Timeline, AI Chat, Glossary, Stakeholder Pages","All humanitarian situation reports, press releases, analyses, maps, infographics related to Yemen; includes UN agency updates, NGO reports, crisis analyses; fully archived 2010–present",,Minimal – items appear as soon as published and indexed,,"Humanitarian Information (Media/Reports);Research Hub Library, Interactive Timeline, AI Chat, Glossary, Stakeholder Pages",ACTIVE,True,https://api.reliefweb.int/v1/reports?appname=YETO&query[value,https://api.reliefweb.int/v1/reports?appname=YETO&query[value]=Yemen,master,,Unknown,API,DAILY,DAILY,48 hours,https://api.reliefweb.int/v1/reports?appname=YETO&query[value,Documents/Analysis
SRC-008,8,Trading Economics,,api.tradingeconomics.com,,Macro & Market,,DATA_NUMERIC,Macro & Market,,Global,2010,2026,API,API,No,Unknown,Daily/Weekly,DAILY,DAILY,DAILY,2.0,T3,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Aggregates official and market data (CPI, FX, interest rates).  Free tier requires registration; verify data provenance.  *Check licensing.*",Macro & Market,ACTIVE,True,https://api.tradingeconomics.com/yemen/indicators,[TradingEconomics API](https://api.tradingeconomics.com/yemen/indicators),extended,,Unknown,API,DAILY,DAILY,48 hours,https://api.tradingeconomics.com/yemen/indicators,Documents/Analysis
SRC-179,179,Population & Displacement (UNHCR/IOM),,api.unhcr.org,UNHCR & IOM,Humanitarian – Population/Movement,,DATA_NUMERIC,Humanitarian – Population/Movement,,Global,2010,2026,"UNHCR API (open, no auth) for refugee/IDP counts; IOM DTM datasets via reports/CSV (manual)",API,No,Unknown,UNHCR annual; IOM DTM quarterly or as needed,QUARTERLY,QUARTERLY,QUARTERLY,120.0,T1,B+,B,Public/open data; use with attribution,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,"UNHCR: population type, country of origin/asylum, year, value; IOM: IDP/returnee/migrant counts by region",TBD,UNHCR national; IOM subnational; data collection challenging in conflict zones; figures are estimates; IDP counts vary across sources and may require cross-checking,Use alternates/proxies; log gap ticket,TBD,API ingestion from UNHCR for refugee data; manual ETL for IOM DTM spreadsheets; Data Gap Ticket if new events occur or updates missing,Manus,0,0,0,"Feeds Humanitarian Overview (displacement stats); IDP trends; maps; stakeholder pages (UNHCR, IOM)","Humanitarian Dashboard, IDP trends chart, Maps, Stakeholder Pages","UNHCR: annual counts of refugees/IDPs by origin/asylum; IOM: number of IDPs, returnees, migrants by region; covers 2010–present; subnational details via IOM",,UNHCR annual (yearly); IOM quarterly,,"Humanitarian – Population/Movement;Humanitarian Dashboard, IDP trends chart, Maps, Stakeholder Pages",ACTIVE,True,https://api.unhcr.org/population/v1/,UNHCR: https://api.unhcr.org/population/v1/ ; IOM DTM reports via HDX,master,,None for UNHCR; manual for IOM,API+DOCS+MANUAL,QUARTERLY,QUARTERLY,120 days,https://api.unhcr.org/population/v1/,Documents/Analysis
SRC-016,16,World Food Programme VAM Commodity Price API,,api.wfp.org,WFP,Food prices,,DATA_NUMERIC,Food prices,,Global,2010,2026,API,API,No,Unknown,Monthly,MONTHLY,MONTHLY,MONTHLY,60.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Provides market price data for food and fuel commodities.  Not all countries have API; check for Yemen.,Food prices,ACTIVE,True,https://api.wfp.org/v1/prices,[WFP VAM API](https://api.wfp.org/v1/prices) (*where supported*),extended,,Unknown,API,MONTHLY,MONTHLY,60 days,https://api.wfp.org/v1/prices,Documents/Analysis
SRC-002,2,World Bank International Debt Statistics,,api.worldbank.org,World Bank,Debt,,DATA_NUMERIC,Debt,,Global,2010,2026,API,API,No,Unknown,Annual,ANNUAL,ANNUAL,ANNUAL,240.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,External debt stocks and debt service flows.,Debt,ACTIVE,True,https://api.worldbank.org/v2/country/YEM/indicator/DT.TDS.DECT.CD?format=json,[World Bank IDS API](https://api.worldbank.org/v2/country/YEM/indicator/DT.TDS.DECT.CD?format=json),extended,,Unknown,API,ANNUAL,ANNUAL,240 days,https://api.worldbank.org/v2/country/YEM/indicator/DT.TDS.DECT.CD?format=json,Documents/Analysis
SRC-001,1,World Bank Macro PovcalNet,,api.worldbank.org,World Bank,Poverty & Distribution,,DATA_NUMERIC,Poverty & Distribution,,Global,2010,2026,API,API,No,Unknown,Annual,ANNUAL,ANNUAL,ANNUAL,240.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Provides poverty headcount ratios (US$1.90, US$3.20, US$5.50 lines) and income distribution data.  Tag as “World Bank – PovcalNet”.",Poverty & Distribution,ACTIVE,True,https://api.worldbank.org/v2/country/YEM/indicator/SI.POV.DDAY?format=json,[PovcalNet API](https://api.worldbank.org/v2/country/YEM/indicator/SI.POV.DDAY?format=json),extended,,Unknown,API,ANNUAL,ANNUAL,240 days,https://api.worldbank.org/v2/country/YEM/indicator/SI.POV.DDAY?format=json,Documents/Analysis
SRC-172,172,World Bank Open Data – Indicators API,,api.worldbank.org,World Bank,Macroeconomic (incl. governance proxies),,DATA_NUMERIC,Macroeconomic (incl. governance proxies),,Global,2010,2026,"Direct API (open, no key required); JSON or XML responses",API,No,Unknown,Monthly for many series (WDI quarterly/annually per indicator release); continuous as data published,MONTHLY,MONTHLY,MONTHLY,60.0,T1,A,A,Open Data – CC BY 4.0; free to use with attribution,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,"Country, Indicator Code/Name, Year/Period, Value, metadata (source note, units)",TBD,National-level aggregates; annual/quarterly/monthly series; no subnational data; gaps during conflict years or modelled estimates; alternative sources used when missing; gaps flagged as “Not available”,Use alternates/proxies; log gap ticket,TBD,API connector; paginate results; daily/weekly checks; retries on failure; Data Gap Ticket if unresolved,Manus,0,0,0,"Core macro database for dashboards (GDP, prices, finance); baseline for Scenario Simulator, FX Dashboard, Aid Tracker; glossary definitions; regional peer comparisons","Macro Trends, Governance, Scenario Simulator, Data Explorer API, Methodology","≈16,000 time-series indicators covering GDP, inflation (CPI), exchange rate, trade, poverty, population, governance indexes, etc.; Yemen data from 2010–present (earlier for historical context)",,Low to moderate – data appears soon after source release,,"Macroeconomic (incl. governance proxies);Macro Trends, Governance, Scenario Simulator, Data Explorer API, Methodology",ACTIVE,True,https://api.worldbank.org/v2/country/YEM/indicator/{indicator_code}?format=json,https://api.worldbank.org/v2/country/YEM/indicator/{indicator_code}?format=json (and SDMX API),master,,Unknown,API,MONTHLY,MONTHLY,60 days,https://api.worldbank.org/v2/country/YEM/indicator/{indicator_code}?format=json,Documents/Analysis
SRC-097,97,World Bank Infrastructure Projects,,api.worldbank.org,World Bank,Infrastructure,,DATA_NUMERIC,Infrastructure,,Global,2010,2026,API,API,No,Unknown,Continuous,IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Already included; emphasise infrastructure subsector tags.,Infrastructure,ACTIVE,True,https://api.worldbank.org/v2/country/YEM/project,[WB Projects API](https://api.worldbank.org/v2/country/YEM/project),extended,,Unknown,API,IRREGULAR,IRREGULAR,per-source,https://api.worldbank.org/v2/country/YEM/project,Documents/Analysis
SRC-062,62,World Bank Projects & Operations API,,api.worldbank.org,World Bank,Development projects,,DATA_NUMERIC,Development projects,,Global,2010,2026,API,API,No,Unknown,Continuous,IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Already in master registry; includes project titles, funding, status; integrate fully.",Development projects,ACTIVE,True,https://api.worldbank.org/v2/country/YEM/project?format=json,[WB Projects API](https://api.worldbank.org/v2/country/YEM/project?format=json),extended,,Unknown,API,IRREGULAR,IRREGULAR,per-source,https://api.worldbank.org/v2/country/YEM/project?format=json,Documents/Analysis
