product_id,src_id,product_name,product_type,sectors,geographic_coverage,time_start,time_end,update_frequency,granularity,indicators_keywords,notes
PR-SRC-0239-01,SRC-0239,Map to indicator dictionary during ingestion,DOC_PDF,Social & Governance Indices,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-123-01,SRC-123,TBD,DATA_NUMERIC,Renewable energy potential,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-011-01,SRC-011,TBD,DATA_NUMERIC,HDI and multi-dimensional indices,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-048-01,SRC-048,TBD,DATA_NUMERIC,Private sector trade,Regional,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0229-01,SRC-0229,Map to indicator dictionary during ingestion,DATA_NUMERIC,Think Tanks & Academia,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0235-01,SRC-0235,Map to indicator dictionary during ingestion,DATA_NUMERIC,Social & Governance Indices,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-054-01,SRC-054,TBD,DATA_NUMERIC,Energy use proxies,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-201-01,SRC-201,TBD,DATA_NUMERIC,,Yemen,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-040-01,SRC-040,TBD,DATA_NUMERIC,Civil society,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-036-01,SRC-036,TBD,DATA_NUMERIC,Budget transparency,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-098-01,SRC-098,TBD,DATA_NUMERIC,Road access,UN/NGO,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-117-01,SRC-117,TBD,DATA_NUMERIC,Vegetation & climate,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-046-01,SRC-046,TBD,DATA_NUMERIC,Trade facilitation,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-085-01,SRC-085,TBD,DATA_NUMERIC,Social & economic impact,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-021-01,SRC-021,TBD,DATA_NUMERIC,Nutrition & household expenditure,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0253-01,SRC-0253,Map to indicator dictionary during ingestion,DATA_NUMERIC,Donors & Humanitarian,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0284-01,SRC-0284,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0226-01,SRC-0226,Map to indicator dictionary during ingestion,DATA_NUMERIC,Technology & Discovery,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0260-01,SRC-0260,Map to indicator dictionary during ingestion,REGISTRY,Corporate & Private Sector,Global (Yemen where available),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-012-01,SRC-012,TBD,DATA_NUMERIC,Business environment,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-073-01,SRC-073,TBD,DATA_NUMERIC,Food aid,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0268-01,SRC-0268,Map to indicator dictionary during ingestion,DATA_NUMERIC,Platform Standards (UX/Security/Compliance),Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0240-01,SRC-0240,Map to indicator dictionary during ingestion,DATA_NUMERIC,Global Development & Finance,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-198-01,SRC-198,TBD,DATA_NUMERIC,,Yemen,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-010-01,SRC-010,TBD,DATA_NUMERIC,Demographics,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-084-01,SRC-084,TBD,DATA_NUMERIC,Needs & severity,Global/UN,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-103-01,SRC-103,TBD,DOC_NARRATIVE,Research & commentary,National/International,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-033-01,SRC-033,TBD,DATA_NUMERIC,Banking & Public Finance,NGO,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-182-01,SRC-182,TBD,SANCTIONS_LIST,Sanctions/AML,Global,2010,2026,DAILY,Lists are global (no subnational); not legal advice; show disclaimer; must update promptly; maintain reliability; note duplicates across lists,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-024-01,SRC-024,TBD,DATA_NUMERIC,Trade & FX proxies,Global,2010,2026,QUARTERLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-173-01,SRC-173,TBD,DATA_NUMERIC,Macroeconomic & Financial,Global,2010,2026,MONTHLY,National-level annual/quarterly data; no governorate detail; large gaps post‑2015; IMF staff estimates fill gaps (lower confidence); “Not available – see proxy” when not reported,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-092-01,SRC-092,TBD,DATA_NUMERIC,War economy,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-120-01,SRC-120,TBD,DATA_NUMERIC,Water & agriculture,Global,2010,2026,WEEKLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-025-01,SRC-025,TBD,DATA_NUMERIC,FX turnover,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-037-01,SRC-037,TBD,DATA_NUMERIC,Aid & budget support,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-181-01,SRC-181,TBD,DATA_NUMERIC,Conflict Casualties,Global Academia,2010,2026,ANNUAL,Annual national-level aggregates; slower updates; undercounts recent events; complementary to ACLED; flagged accordingly,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0272-01,SRC-0272,Map to indicator dictionary during ingestion,DATA_NUMERIC,Sectoral (UN & Specialized),Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-099-01,SRC-099,TBD,DATA_NUMERIC,FDI,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-044-01,SRC-044,TBD,DATA_NUMERIC,Trade infrastructure,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-038-01,SRC-038,TBD,SANCTIONS_LIST,Political & sanctions,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-045-01,SRC-045,TBD,DATA_NUMERIC,Transport & commerce,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0257-01,SRC-0257,Map to indicator dictionary during ingestion,DATA_GEOSPATIAL,Remote Sensing & Geospatial,Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-199-01,SRC-199,TBD,DATA_NUMERIC,,Yemen,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-014-01,SRC-014,TBD,DATA_NUMERIC,SDG indicators,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0247-01,SRC-0247,Map to indicator dictionary during ingestion,DATA_NUMERIC,Global Development & Finance,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0231-01,SRC-0231,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-082-01,SRC-082,TBD,DATA_NUMERIC,WASH,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-003-01,SRC-003,TBD,DATA_NUMERIC,Macro/trade,Global,2010,2026,MONTHLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-102-01,SRC-102,TBD,DOC_NARRATIVE,Research/early warning,NGO,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0283-01,SRC-0283,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-112-01,SRC-112,TBD,NEWS_MEDIA,Media,Regional,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-027-01,SRC-027,TBD,DATA_NUMERIC,Trade finance,Regional,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-108-01,SRC-108,TBD,DOC_NARRATIVE,MENA research,Think tank,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0261-01,SRC-0261,Map to indicator dictionary during ingestion,NEWS_MEDIA,News (Events Only),Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-113-01,SRC-113,TBD,NEWS_MEDIA,Media,Global,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0280-01,SRC-0280,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-050-01,SRC-050,TBD,DATA_NUMERIC,Energy,Global/Commercial,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-106-01,SRC-106,TBD,DOC_NARRATIVE,Research,Think tank,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-122-01,SRC-122,TBD,DATA_NUMERIC,Rainfall,Global,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-091-01,SRC-091,TBD,DATA_NUMERIC,Conflict & political economy,Global NGO,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0227-01,SRC-0227,Map to indicator dictionary during ingestion,DATA_NUMERIC,Technology & Discovery,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-202-01,SRC-202,TBD,DATA_NUMERIC,,Yemen,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-049-01,SRC-049,TBD,DATA_NUMERIC,Energy,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0246-01,SRC-0246,Map to indicator dictionary during ingestion,DOC_PDF,Think Tanks & Academia,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-068-01,SRC-068,TBD,DATA_NUMERIC,Humanitarian/development,Regional,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-077-01,SRC-077,TBD,DATA_NUMERIC,Agricultural pests,Regional,2010,2026,MONTHLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0287-01,SRC-0287,Map to indicator dictionary during ingestion,DATA_NUMERIC,Sectoral (UN & Specialized),Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-075-01,SRC-075,TBD,DATA_NUMERIC,Water resources,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0274-01,SRC-0274,Map to indicator dictionary during ingestion,DOC_PDF,Sectoral (UN & Specialized),Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-017-01,SRC-017,TBD,DATA_NUMERIC,Food prices,Global,2010,2026,MONTHLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-200-01,SRC-200,TBD,DATA_NUMERIC,,Yemen,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-030-01,SRC-030,TBD,DATA_NUMERIC,AML/CFT,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0264-01,SRC-0264,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-078-01,SRC-078,TBD,DATA_NUMERIC,Fertiliser consumption,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-076-01,SRC-076,TBD,DATA_NUMERIC,Food security,Global/UN,2010,2026,MONTHLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-086-01,SRC-086,TBD,DATA_NUMERIC,Well‑being & perceptions,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-087-01,SRC-087,TBD,DATA_NUMERIC,Conflict & events,Global,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0281-01,SRC-0281,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-071-01,SRC-071,TBD,DATA_NUMERIC,Aid & technical cooperation,Regional,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0259-01,SRC-0259,Map to indicator dictionary during ingestion,REGISTRY,Corporate & Private Sector,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0238-01,SRC-0238,Map to indicator dictionary during ingestion,DOC_PDF,Social & Governance Indices,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0266-01,SRC-0266,Map to indicator dictionary during ingestion,DATA_NUMERIC,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-058-01,SRC-058,TBD,DATA_NUMERIC,Digital gender gap & labour,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-032-01,SRC-032,TBD,DATA_NUMERIC,Mobile money and payments,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0286-01,SRC-0286,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-063-01,SRC-063,TBD,DATA_NUMERIC,Rural development,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-101-01,SRC-101,TBD,DATA_NUMERIC,Private sector analysis,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0263-01,SRC-0263,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-090-01,SRC-090,TBD,DATA_NUMERIC,Armed conflict analysis,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-057-01,SRC-057,TBD,DATA_NUMERIC,Labor rights,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-005-01,SRC-005,TBD,DATA_NUMERIC,Fiscal,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0234-01,SRC-0234,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-004-01,SRC-004,TBD,DATA_NUMERIC,Forecasts,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0265-01,SRC-0265,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0233-01,SRC-0233,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0232-01,SRC-0232,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-020-01,SRC-020,TBD,DATA_NUMERIC,Food security severity,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-064-01,SRC-064,TBD,DATA_NUMERIC,Development projects,Regional,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0262-01,SRC-0262,Map to indicator dictionary during ingestion,DOC_PDF,Standards & Methodologies,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0248-01,SRC-0248,Map to indicator dictionary during ingestion,DATA_NUMERIC,Sectoral (UN & Specialized),Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-072-01,SRC-072,TBD,DATA_NUMERIC,Aid,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0279-01,SRC-0279,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0282-01,SRC-0282,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-067-01,SRC-067,TBD,DATA_NUMERIC,Humanitarian/development,Regional,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0278-01,SRC-0278,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0258-01,SRC-0258,Map to indicator dictionary during ingestion,SANCTIONS_LIST,Sanctions & Compliance,Region→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-116-01,SRC-116,TBD,NEWS_MEDIA,Media,Regional,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0276-01,SRC-0276,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0289-01,SRC-0289,Map to indicator dictionary during ingestion,DATA_GEOSPATIAL,Remote Sensing & Geospatial,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-121-01,SRC-121,TBD,DATA_NUMERIC,Weather & climate,Global,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0285-01,SRC-0285,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0290-01,SRC-0290,Map to indicator dictionary during ingestion,DATA_GEOSPATIAL,Remote Sensing & Geospatial,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-107-01,SRC-107,TBD,DOC_NARRATIVE,Energy research,Think tank,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0277-01,SRC-0277,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-069-01,SRC-069,TBD,DATA_NUMERIC,Aid,Regional,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-095-01,SRC-095,TBD,DATA_NUMERIC,Damage assessment,UN/NGO,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-111-01,SRC-111,TBD,NEWS_MEDIA,Media,Global,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-115-01,SRC-115,TBD,NEWS_MEDIA,Media,National,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0275-01,SRC-0275,Map to indicator dictionary during ingestion,DOC_PDF,Donors & Humanitarian,Yemen (portfolio),2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0228-01,SRC-0228,Map to indicator dictionary during ingestion,DATA_NUMERIC,Technology & Discovery,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0230-01,SRC-0230,Map to indicator dictionary during ingestion,DOC_PDF,Think Tanks & Academia,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-088-01,SRC-088,TBD,DATA_NUMERIC,Terrorism events,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-052-01,SRC-052,TBD,DATA_NUMERIC,Oil price,Global,2010,2026,DAILY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0254-01,SRC-0254,Map to indicator dictionary during ingestion,DATA_NUMERIC,Global Development & Finance,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-034-01,SRC-034,TBD,DATA_NUMERIC,Governance,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-042-01,SRC-042,TBD,SANCTIONS_LIST,Sanctions & compliance,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-056-01,SRC-056,TBD,DATA_NUMERIC,Jobs & cash transfers,Global/UN,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-053-01,SRC-053,TBD,DATA_NUMERIC,Energy & development,Global/UN,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0271-01,SRC-0271,Map to indicator dictionary during ingestion,DATA_NUMERIC,Sectoral (UN & Specialized),Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-039-01,SRC-039,TBD,DATA_NUMERIC,Port throughput,National/UN,2010,2026,MONTHLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-065-01,SRC-065,TBD,DATA_NUMERIC,Development/humanitarian aid,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0252-01,SRC-0252,Map to indicator dictionary during ingestion,DATA_NUMERIC,Donors & Humanitarian,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0237-01,SRC-0237,Map to indicator dictionary during ingestion,DATA_NUMERIC,Social & Governance Indices,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0267-01,SRC-0267,Map to indicator dictionary during ingestion,DATA_NUMERIC,Platform Standards (UX/Security/Compliance),Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0270-01,SRC-0270,Map to indicator dictionary during ingestion,DATA_NUMERIC,Sectoral (UN & Specialized),Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-105-01,SRC-105,TBD,DOC_NARRATIVE,Research,Global,2010,2026,ANNUAL,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-028-01,SRC-028,TBD,DATA_NUMERIC,SME finance,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0241-01,SRC-0241,Map to indicator dictionary during ingestion,DOC_PDF,Global Development & Finance,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0242-01,SRC-0242,Map to indicator dictionary during ingestion,DATA_NUMERIC,Global Development & Finance,Global,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-110-01,SRC-110,TBD,NEWS_MEDIA,News & analyses,Global,2010,2026,QUARTERLY,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-0288-01,SRC-0288,Map to indicator dictionary during ingestion,DATA_GEOSPATIAL,Remote Sensing & Geospatial,Global→Yemen,2010,2026,IRREGULAR,,Map to indicator dictionary during ingestion,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-043-01,SRC-043,TBD,DATA_NUMERIC,Tariffs & trade policy,Global,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
PR-SRC-100-01,SRC-100,TBD,DATA_NUMERIC,Investment climate,National,2010,2026,IRREGULAR,,TBD,Auto-generated summary; split into multiple products per source where applicable.
