src_id,src_numeric_id,name_en,name_ar,category,tier,institution,url,url_raw,access_method,update_frequency,cadence,license,reliability_score,geographic_coverage,coverage,typical_lag_days,typical_lag_text,auth,data_fields,ingestion_method,yeto_usage,yeto_module,granularity_caveats,notes,tags,origin,status,active
SRC-078,78,International Fertilizer Association (IFA),,Fertiliser consumption,UNKNOWN,,https://www.fertilizer.org,[IFA statistics](https://www.fertilizer.org),WEB,Annual,ANNUAL,,,Global,,,,,,connector_web,,,,Data on fertiliser use; though Yemen-specific data may be limited; can use regional proxies.,Fertiliser consumption,extended,ACTIVE,True
SRC-079,79,Agricultural Market Information System (AMIS),,Global food market,UNKNOWN,,https://app.amis-outlook.org,[AMIS](https://app.amis-outlook.org),WEB,Monthly,MONTHLY,,,Global,,,,,,connector_web,,,,Provides global cereals supply/demand and price outlook; used for context on import costs.,Global food market,extended,ACTIVE,True
SRC-080,80,U.S. Department of Agriculture (USDA) PSD Database,,Commodity balances,UNKNOWN,,https://apps.fas.usda.gov/psdonline,[PSD Online](https://apps.fas.usda.gov/psdonline),WEB,Monthly,MONTHLY,,,Global,,,,,,connector_web,,,,"Commodity production, consumption and trade balances by country; includes Yemen for selected crops; check coverage.",Commodity balances,extended,ACTIVE,True
SRC-081,81,UNICEF Yemen Education Cluster Reports,,Education,T1,,https://educationcluster.net/yemen,[Yemen Education Cluster](https://educationcluster.net/yemen),WEB,Quarterly,QUARTERLY,,,Global/UN,,,,,,connector_web,,,,"Reports on school availability, enrolment, gender parity, infrastructure damage; includes small datasets.",Education,extended,ACTIVE,True
SRC-082,82,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene",,WASH,T1,,https://washdata.org,[JMP Data](https://washdata.org),WEB,Annual/Biennial,ANNUAL,,,Global,,,,,,connector_web,,,,"Provides estimates of access to drinking water, sanitation, hygiene services; includes Yemen; may rely on pre‑conflict surveys; still used as baseline.",WASH,extended,ACTIVE,True
SRC-083,83,UN Women Gender Equality Measurements,,Gender & development,T1,,https://data.unwomen.org,[UN Women Data Hub](https://data.unwomen.org),WEB,Annual,ANNUAL,,,Global,,,,,,connector_web,,,,"Includes indicators on gender equality, women’s participation; limited for Yemen but informative.",Gender & development,extended,ACTIVE,True
SRC-084,84,Yemen Humanitarian Needs Overview (HNO),,Needs & severity,T1,ReliefWeb,https://reliefweb.int,[OCHA HNO](https://reliefweb.int),WEB,Annual,ANNUAL,,,Global/UN,,,,,,connector_web,,,,Summarises people in need by sector and governorate; includes severity scores; narrative and some numeric tables; extract into data points.,Needs & severity,extended,ACTIVE,True
SRC-085,85,The World Bank High Frequency Phone Surveys (Yemen),,Social & economic impact,T1,World Bank,https://microdata.worldbank.org,[COVID‑19 HFPS](https://microdata.worldbank.org),WEB,Occasional (2020–2022),IRREGULAR,,,Global,,,,,,connector_web,,,,"Conducted to measure COVID‑19 impact on households; includes employment, income, food security; microdata available upon request.",Social & economic impact,extended,ACTIVE,True
SRC-086,86,Gallup World Poll (Yemen),,Well‑being & perceptions,T3,,https://www.gallup.com/analytics,[Gallup Data](https://www.gallup.com/analytics),WEB,Annual,ANNUAL,,,Global,,,,,,connector_web,,,,"Surveys measuring well‑being, perceptions of government, access to services; may include Yemen; subscription required.",Well‑being & perceptions,extended,ACTIVE,True
SRC-087,87,"GDELT Project (Global Database of Events, Language and Tone)",,Conflict & events,T2,,https://www.gdeltproject.org,[GDELT 2 Dataset via Google BigQuery](https://www.gdeltproject.org),WEB,Daily,DAILY,,,Global,,,,,,connector_web,,,,Provides automatically extracted events and tone from global media; can be filtered for Yemen; used as fallback if ACLED unavailable; treat as media‑derived and low confidence.,Conflict & events,extended,ACTIVE,True
SRC-088,88,Global Terrorism Database (GTD),,Terrorism events,UNKNOWN,,https://www.start.umd.edu/gtd/,[GTD](https://www.start.umd.edu/gtd/),WEB,Annual release,ANNUAL,,,Global,,,,,,connector_web,,,,Contains incidents of terrorism worldwide; includes events in Yemen; may help contextualise conflict intensity.,Terrorism events,extended,ACTIVE,True
SRC-089,89,Stockholm International Peace Research Institute (SIPRI) Arms Transfers Database,,Arms trade & embargo violations,T1,,https://armstrade.sipri.org,[SIPRI](https://armstrade.sipri.org),WEB,Annual,ANNUAL,,,Global,,,,,,connector_web,,,,"Contains data on transfers of major weapons systems, including arms flows to parties in Yemen; informs sanctions/compliance modules.",Arms trade & embargo violations,extended,ACTIVE,True
SRC-090,90,Armed Conflict Survey (IISS),,Armed conflict analysis,T3,,https://www.iiss.org,[IISS Publications](https://www.iiss.org),WEB,Annual,ANNUAL,,,Global,,,,,,connector_web,,,,Provides analysis of conflict dynamics; includes Yemen; subscription required; treat as narrative.,Armed conflict analysis,extended,ACTIVE,True
SRC-091,91,International Crisis Group (ICG) Reports,,Conflict & political economy,UNKNOWN,,https://www.crisisgroup.org,[ICG Yemen reports](https://www.crisisgroup.org),WEB,Occasional,IRREGULAR,,,Global NGO,,,,,,connector_web,,,,"In-depth analyses of conflict dynamics, peace initiatives, economic impacts; narrative; ingest as documents.",Conflict & political economy,extended,ACTIVE,True
SRC-092,92,World Peace Foundation “Political Economy of War” Dataset,,War economy,UNKNOWN,,https://sites.tufts.edu/wpf/,[World Peace Foundation](https://sites.tufts.edu/wpf/),WEB,Occasional,IRREGULAR,,,Global,,,,,,connector_web,,,,Provides data and case studies on war economies; may include Yemen; useful for context.,War economy,extended,ACTIVE,True
SRC-093,93,Conflict Research Programme (LSE),,Political economy,UNKNOWN,,https://blogs.lse.ac.uk/crp/,[CRP Publications](https://blogs.lse.ac.uk/crp/),WEB,Occasional,IRREGULAR,,,Academia,,,,,,connector_web,,,,"Research papers on rent-seeking, wartime economies; includes Yemen case studies; narrative.",Political economy,extended,ACTIVE,True
SRC-094,94,OpenStreetMap (OSM) Yemen Infrastructure Layers,,Infrastructure mapping,T2,,https://download.geofabrik.de/asia/yemen.html,[OSM extracts via Geofabrik](https://download.geofabrik.de/asia/yemen.html),WEB,Continuous,IRREGULAR,,,Global/Open,,,,,,connector_web,,,,"Provide shapefiles of roads, bridges, schools, health facilities; used for mapping infrastructure damage and coverage; license: ODbL (open).",Infrastructure mapping,extended,ACTIVE,True
SRC-095,95,Yemen Infrastructure Damage Database (UNDAC/REACH),,Damage assessment,T2,,https://www.reach-initiative.org,[REACH Initiative Data](https://www.reach-initiative.org),WEB,Irregular,IRREGULAR,,,UN/NGO,,,,,,connector_web,,,,"Contains geolocated points of infrastructure damage (bridges, hospitals, schools) collected via satellite and field surveys.  Ingest as geospatial layer.",Damage assessment,extended,ACTIVE,True
SRC-096,96,UNOPS Projects & Infrastructure Registry,,Infrastructure projects,UNKNOWN,,https://data.unops.org,[UNOPS Project Database](https://data.unops.org),WEB,Continuous,IRREGULAR,,,UN,,,,,,connector_web,,,,"Lists UNOPS projects (roads, bridges, water systems) with budgets and completion status; vital for infrastructure module.",Infrastructure projects,extended,ACTIVE,True
SRC-097,97,World Bank Infrastructure Projects,,Infrastructure,T1,World Bank,https://api.worldbank.org/v2/country/YEM/project,[WB Projects API](https://api.worldbank.org/v2/country/YEM/project),API,Continuous,IRREGULAR,,,Global,,,,,,connector_api,,,,Already included; emphasise infrastructure subsector tags.,Infrastructure,extended,ACTIVE,True
SRC-098,98,"Humanitarian Logistics Cluster (Speed Restriction, Road Condition Reports)",,Road access,UNKNOWN,,https://logcluster.org/ops/yem10a,[Logistics Cluster Yemen](https://logcluster.org/ops/yem10a),WEB,Continuous,IRREGULAR,,,UN/NGO,,,,,,connector_web,,,,"Updates on road closures, damaged bridges, and alternate routes; ingest into timeline and map overlays.",Road access,extended,ACTIVE,True
SRC-099,99,UNCTAD World Investment Report,,FDI,T1,UNCTAD,https://unctad.org/topic/investment/world-investment-report,[WIR](https://unctad.org/topic/investment/world-investment-report),WEB,Annual,ANNUAL,,,Global,,,,,,connector_web,,,,Provides trends and statistics on foreign direct investment flows; includes regional context for Yemen; supplement UNCTADstat.,FDI,extended,ACTIVE,True
SRC-100,100,Yemen General Investment Authority (YGIA),,Investment climate,UNKNOWN,,https://www.ygiahq.com,[YGIA publications](https://www.ygiahq.com),WEB,Irregular,IRREGULAR,,,National,,,,,,connector_web,,,,Provides investment promotion materials and data on licensed investment projects; seldom updated; treat with caution.,Investment climate,extended,ACTIVE,True
SRC-101,101,International Finance Corporation (IFC) Country Private Sector Diagnostic (CPSD),,Private sector analysis,UNKNOWN,,https://www.ifc.org,[IFC CPSDs](https://www.ifc.org),WEB,Occasional,IRREGULAR,,,Global,,,,,,connector_web,,,,Analytical documents assessing constraints and opportunities in private sector; includes Yemen; narrative.,Private sector analysis,extended,ACTIVE,True
SRC-102,102,ACAPS Yemen Analysis Hub (YETI),,Research/early warning,T2,,https://www.acaps.org/country/yemen,[ACAPS YETI](https://www.acaps.org/country/yemen),WEB,Continuous,IRREGULAR,,,NGO,,,,,,connector_web,,,,"Provides scenario analyses, risk bulletins and thematic briefs; narrative with contextual data; high credibility.",Research/early warning,extended,ACTIVE,True
SRC-103,103,Sana’a Center for Strategic Studies,,Research & commentary,UNKNOWN,,https://sanaacenter.org,[Sana’a Center](https://sanaacenter.org),WEB,Continuous,IRREGULAR,,,National/International,,,,,,connector_web,,,,"Produces policy papers, economic briefs and weekly updates; narrative; widely used by analysts.",Research & commentary,extended,ACTIVE,True
SRC-104,104,Rethinking Yemen’s Economy Initiative (RYE),,Research,UNKNOWN,,https://devpolicy.org,[RYE Publications](https://devpolicy.org),WEB,Occasional,IRREGULAR,,,NGO,,,,,,connector_web,,,,"Joint initiative producing policy briefs on banking, fuel subsidies, private sector; narrative.",Research,extended,ACTIVE,True
SRC-105,105,World Bank Yemen Economic Monitor,,Research,T1,World Bank,https://www.worldbank.org/en/country/yemen/brief/yemen-economic-monitor,[WB Yemen Monitor](https://www.worldbank.org/en/country/yemen/brief/yemen-economic-monitor),WEB,Semi‑annual,ANNUAL,,,Global,,,,,,connector_web,,,,Provides narrative and data on macroeconomic developments; official WBG perspective.,Research,extended,ACTIVE,True
SRC-106,106,Chatham House Middle East & North Africa programme,,Research,UNKNOWN,,https://www.chathamhouse.org,[Chatham House Yemen Publications](https://www.chathamhouse.org),WEB,Occasional,IRREGULAR,,,Think tank,,,,,,connector_web,,,,"Provides analysis on political economy, conflict drivers, humanitarian issues; narrative.",Research,extended,ACTIVE,True
SRC-107,107,Oxford Institute for Energy Studies,,Energy research,UNKNOWN,,https://www.oxfordenergy.org,[OIES Publications](https://www.oxfordenergy.org),WEB,Occasional,IRREGULAR,,,Think tank,,,,,,connector_web,,,,Papers on oil and gas markets; may include Yemen; narrative.,Energy research,extended,ACTIVE,True
SRC-108,108,Atlantic Council’s Resilience Centre,,MENA research,UNKNOWN,,https://www.atlanticcouncil.org,[Atlantic Council reports](https://www.atlanticcouncil.org),WEB,Occasional,IRREGULAR,,,Think tank,,,,,,connector_web,,,,"Papers on Yemen’s economy, governance, and geopolitical context.",MENA research,extended,ACTIVE,True
SRC-109,109,Carnegie Middle East Center,,Political economy,UNKNOWN,,https://carnegie-mec.org,[Carnegie MENA](https://carnegie-mec.org),WEB,Occasional,IRREGULAR,,,Think tank,,,,,,connector_web,,,,Analytical articles; narrative.,Political economy,extended,ACTIVE,True
SRC-110,110,"World Bank’s Fragility, Conflict & Violence (FCV) Newsletter",,News & analyses,T1,World Bank,https://www.worldbank.org/en/topic/fragilityconflictviolence,[FCV Newsletter](https://www.worldbank.org/en/topic/fragilityconflictviolence),WEB,Quarterly,QUARTERLY,,,Global,,,,,,connector_web,,,,Updates on FCV research; includes Yemen case studies; narrative.,News & analyses,extended,ACTIVE,True
SRC-111,111,Reuters Yemen Economic News,,Media,T3,,https://www.reuters.com/world/middle-east/,[Reuters Middle East business news](https://www.reuters.com/world/middle-east/),WEB,Daily,DAILY,,,Global,,,,,,connector_web,,,,"For narrative updates on oil exports, currency, port operations; treat as information; cross‑verify.",Media,extended,ACTIVE,True
SRC-112,112,Al Jazeera Economy & Business (Yemen),,Media,T3,,https://www.aljazeera.com/economy,[Al Jazeera Business](https://www.aljazeera.com/economy),WEB,Daily,DAILY,,,Regional,,,,,,connector_web,,,,Provides Arabic‑language news on Yemen’s economy; cross‑check.,Media,extended,ACTIVE,True
SRC-113,113,Bloomberg Middle East,,Media,T3,,https://www.bloomberg.com/middle-east,[Bloomberg ME](https://www.bloomberg.com/middle-east),WEB,Daily,DAILY,,,Global,,,,,,connector_web,,,,Contains financial news and commentary; subscription for full access; treat as narrative.,Media,extended,ACTIVE,True
SRC-114,114,Asharq Al‑Awsat & The National (UAE),,Media,T3,,https://aawsat.com,[Asharq Economy](https://aawsat.com),WEB,Daily,DAILY,,,Regional,,,,,,connector_web,,,,Coverage on Yemen’s business and economy; narrative; cross‑verify.,Media,extended,ACTIVE,True
SRC-115,115,Saba News Agency (Aden & Sana’a),,Media,T3,,https://www.sabanew.net,"[Saba News](https://www.sabanew.net), [Saba (Sana’a)]",WEB,Daily,DAILY,,,National,,,,,,connector_web,,,,"Official news from both governments; use for announcements of policies, fuel price changes, etc.; treat with caution.",Media,extended,ACTIVE,True
SRC-116,116,Middle East Eye & Yemen Press,,Media,T3,,https://www.middleeasteye.net,[Middle East Eye](https://www.middleeasteye.net),WEB,Daily,DAILY,,,Regional,,,,,,connector_web,,,,Provides investigative reports and commentary; narrative; cross‑check.,Media,extended,ACTIVE,True
SRC-117,117,NASA MODIS Vegetation Indices (NDVI/EVI),,Vegetation & climate,UNKNOWN,,https://lpdaac.usgs.gov,[MODIS API](https://lpdaac.usgs.gov),WEB,16‑day composites,IRREGULAR,,,Global,,,,,,connector_web,,,,Provide NDVI/EVI values; used to track agricultural productivity and drought; aggregated to governorate level; open data.,Vegetation & climate,extended,ACTIVE,True
SRC-118,118,CAMS (Copernicus Atmosphere Monitoring Service) Air Quality and Dust Forecasts,,Environment & health,T1,,https://ads.atmosphere.copernicus.eu,[CAMS Data Store](https://ads.atmosphere.copernicus.eu),WEB,Daily,DAILY,,,Global,,,,,,connector_web,,,,"Provides dust storm forecasts and air quality metrics (PM10, PM2.5) which can impact livelihoods and health; integrate if relevant.",Environment & health,extended,ACTIVE,True
SRC-119,119,GHSL Global Human Settlement Layer,,Urbanisation & built environment,T1,European Union,https://ghsl.jrc.ec.europa.eu,[GHSL](https://ghsl.jrc.ec.europa.eu),WEB,"Periodic (1975, 1990, 2000, 2015)",IRREGULAR,,,Global,,,,,,connector_web,,,,Provides raster data on built‑up areas and population density; allows urban/rural comparisons.,Urbanisation & built environment,extended,ACTIVE,True
SRC-120,120,SMAP (Soil Moisture Active Passive) Satellite Data,,Water & agriculture,T2,,https://smap.jpl.nasa.gov,[NASA SMAP](https://smap.jpl.nasa.gov),WEB,Weekly,WEEKLY,,,Global,,,,,,connector_web,,,,Measures soil moisture; can signal drought conditions; aggregated to region; open data.,Water & agriculture,extended,ACTIVE,True
SRC-121,121,NOAA Integrated Surface Database (ISD),,Weather & climate,UNKNOWN,,https://www.ncei.noaa.gov/products/land-based-station/integrated-surface-database,[NOAA ISD](https://www.ncei.noaa.gov/products/land-based-station/integrated-surface-database),WEB,Hourly/daily,DAILY,,,Global,,,,,,connector_web,,,,"Provides weather observations (temperature, precipitation) from local stations; Yemen coverage may be limited; use for climate context.",Weather & climate,extended,ACTIVE,True
SRC-122,122,Rainfall Estimation from Satellite (ARC2/TRMM/GPM),,Rainfall,T2,,https://www.chc.ucsb.edu/data,[CHIRPS/ARC2/GPM datasets](https://www.chc.ucsb.edu/data),WEB,Daily,DAILY,,,Global,,,,,,connector_web,,,,Provide rainfall estimates which affect crop production and flooding; open data.,Rainfall,extended,ACTIVE,True
SRC-123,123,World Bank Global Solar Atlas,,Renewable energy potential,T1,World Bank,https://globalsolaratlas.info,[Global Solar Atlas](https://globalsolaratlas.info),WEB,Static (periodic updates),IRREGULAR,,,Global,,,,,,connector_web,,,,Provides solar irradiation data; used for renewable energy investment planning; open data.,Renewable energy potential,extended,ACTIVE,True
SRC-124,124,Oxford Economics Yemen Macro,,Macro Forecasts,T3,,,Subscription,,Quarterly,QUARTERLY,,,Commercial,,,,,,,,,,"Offers proprietary forecasts for Yemen’s GDP, inflation, exchange rate, etc.  *Needs Key/License* – store metadata only.",Macro Forecasts,extended,NEEDS_KEY,True
SRC-125,125,Bloomberg Terminal,,Exchange Rate & Market News,T3,,,Terminal,,Real-time,DAILY,,,Commercial,,,,,,,,,,Provides parallel market exchange rates and financial news; cannot be scraped.  Use only if license allows; otherwise mark as unavailable.,Exchange Rate & Market News,extended,NEEDS_KEY,True
SRC-126,126,Yemen Central Statistical Office Population Projections,,Demographics,T1,Central Statistical Organization (Yemen),,CSO reports (access via CSO or UNFPA),,Occasional (2014–2017),IRREGULAR,,,National,,,,,,,,,,Provides national and governorate population estimates; used by UN agencies.  Tag regime accordingly.,Demographics,extended,PENDING_REVIEW,True
SRC-127,127,Yemen Ministry of Industry & Trade,,Market prices & inflation,T1,Government of Yemen,,Press releases and bulletins,,Ad hoc,IRREGULAR,,,National,,,,,,,,,,May release official commodity price lists or inflation updates; scarce due to conflict.  Ingest if available.,Market prices & inflation,extended,PENDING_REVIEW,True
SRC-128,128,Yemen Petroleum Company (YPC) Official Fuel Prices,,Fuel prices,T1,,,Social media or official bulletins,,Irregular,IRREGULAR,,,National,,,,,,,,,,Official pump prices in Sana’a (DFA) published on YPC’s channels; must track via scraping or partner submissions.,Fuel prices,extended,NEEDS_KEY,True
SRC-129,129,Government of Yemen (Aden) Fuel Price Announcements,,Fuel prices,T1,,,Press releases and local media,,Irregular,IRREGULAR,,,National,,,,,,,,,,Announced by Ministry of Oil or other agencies; used to set official prices in IRG-controlled areas.,Fuel prices,extended,PENDING_REVIEW,True
SRC-130,130,Abdul Wahab Shukri FX Market Bulletin,,Parallel FX rates,T3,,,Telegram/WhatsApp groups (monitored by partners),,Daily,DAILY,,,National,,,,,,,,,,Informal bulletins by major money exchangers quoting market rates; may become part of partner feed; treat as anecdotal and store with low confidence.,Parallel FX rates,extended,NEEDS_KEY,True
SRC-131,131,Al Kuraimi Exchange Rate Feed,,Parallel FX rates,UNKNOWN,,,[Al Kuraimi Bank website/social media],,Daily,DAILY,,,National,,,,,,,,,,Some Yemeni banks publish daily exchange rates (buy/sell).  Scrape or partner feed; assign regime tag.,Parallel FX rates,extended,NEEDS_KEY,True
SRC-132,132,Saraf Online App,,Market FX rates,UNKNOWN,,,Mobile app (crowd‑sourced),,Daily,DAILY,,,National,,,,,,,,,,An app used by Yemeni traders posting parallel market rates; data may be accessible via API or manual capture; mark as low confidence.,Market FX rates,extended,PENDING_REVIEW,True
SRC-133,133,Central Bank of Yemen Sana’a Official Rate,,Official FX rate,T1,Central Bank of Yemen,,Press releases and bulletins,,Irregular,IRREGULAR,,,National,,,,,,,,,,Official rate in DFA; glean from Ministry of Finance bulletins or speeches.,Official FX rate,extended,PENDING_REVIEW,True
SRC-134,134,UN Commodity Trade Statistics (UNSD) for Mirror Trade,,Mirror trade & FX proxies,T1,,,Comtrade API (as above),,Annual,ANNUAL,,,Global,,,,,,,,,,Import/export of arms category; can be used to detect arms shipments (if any recorded).,Mirror trade & FX proxies,extended,PENDING_REVIEW,True
SRC-135,135,Association of Yemeni Banks (AYB),,Banking sector info,UNKNOWN,,,"Official statements, annual reports (if any)",,Ad hoc,IRREGULAR,,,National,,,,,,,,,,"Provide lists of licensed banks, branch openings, sector concerns; documentation may be found via local press; ingest into stakeholder profiles.",Banking sector info,extended,NEEDS_KEY,True
SRC-136,136,Yemen Microfinance Network (YMN) Quarterly Bulletin,,Microfinance,T1,,,Partner data (CSV/PDF),,Quarterly/Annual,QUARTERLY,,,National,,,,,,,,,,"Statistics on active borrowers, portfolio outstanding, portfolio at risk, by MFI; if partners share dataset; treat as sensitive; tag regime.",Microfinance,extended,NEEDS_KEY,True
SRC-137,137,Al Kuraimi Islamic Bank Annual Reports,,Banking,UNKNOWN,,,Company website,,Annual,ANNUAL,,,National (private),,,,,,,,,,"Provide financial statements (assets, deposits, profit) and branch network; parse for insights; may contain credit risk indicators.",Banking,extended,PENDING_REVIEW,True
SRC-138,138,Yemen Corporate Balance Sheets (Top Enterprises),,Private sector,UNKNOWN,,,Yemen Company Registry (leaked),,Unknown,IRREGULAR,,,National,,,,,,,,,,"If accessible via partners; includes financial data of major companies (oil, telecoms, manufacturing); sensitive; store metadata with caution.",Private sector,extended,NEEDS_KEY,True
SRC-139,139,Money Changers (Licensed and Unlicensed) Registry,,Exchangers,UNKNOWN,,,Ministry of Industry & Trade or CBY lists,,Occasional,IRREGULAR,,,National,,,,,,,,,,Lists of authorised money exchangers; glean from circulars and partner organisations; necessary for stakeholder pages.,Exchangers,extended,NEEDS_KEY,True
SRC-140,140,G7/G20 Aid Support Announcers,,Aid commitments,UNKNOWN,,,Press releases and communiqués,,Ad hoc,IRREGULAR,,,Global,,,,,,,,,,"Government and multilateral pledges for Yemen; capture announcements (e.g. Saudi Arabia, UAE, USA).",Aid commitments,extended,PENDING_REVIEW,True
SRC-141,141,Yemen Petroleum Company Fuel Subsidy Statements,,Subsidy policy,T1,,,Social media/news,,Irregular,IRREGULAR,,,National,,,,,,,,,,Announcements on subsidy adjustments; feed into subsidy tracker.,Subsidy policy,extended,PENDING_REVIEW,True
SRC-142,142,Yemen Customs Authority (if available),,Customs revenues,T1,Yemen Customs,,Press releases or leaked budgets,,Irregular,IRREGULAR,,,National,,,,,,,,,,May contain customs collection figures; scarce; treat as low confidence.,Customs revenues,extended,PENDING_REVIEW,True
SRC-143,143,Yemen Legislation Portal (Aden & Sana’a),,Laws & decrees,UNKNOWN,,,"Official gazettes, news sources",,Ad hoc,IRREGULAR,,,National,,,,,,,,,,"Collects public finance laws, budgets, tax decrees; vital for legal library.",Laws & decrees,extended,PENDING_REVIEW,True
SRC-144,144,Port of Aden & Port of Mukalla Throughput Reports,,Port volumes,T3,,,Port authorities or news releases,,Monthly/Quarterly,MONTHLY,,,National,,,,,,,,,,Data on container and cargo volumes handled by southern ports; glean from port authority websites or local media.,Port volumes,extended,PENDING_REVIEW,True
SRC-145,145,Dubai Ports World (DP World) Trade Reports,,Transhipment & logistics,UNKNOWN,,,Company annual reports,,Annual,ANNUAL,,,Commercial/Regional,,,,,,,,,,DP World manages Aden port; reports may contain Yemen trade throughput; treat as secondary.,Transhipment & logistics,extended,PENDING_REVIEW,True
SRC-146,146,Yemen Import & Export Licensing Data,,Trade regulation,UNKNOWN,,,"Ministry of Industry & Trade, press releases",,Ad hoc,IRREGULAR,,,National,,,,,,,,,,Document lists of authorised importers/exporters; may help track commodity flows; scarce.,Trade regulation,extended,PENDING_REVIEW,True
SRC-147,147,SAECA (Yemen Supreme Authority for Economic & Corporate Affairs),,Government trade oversight,UNKNOWN,,,Not active (possible),,Unknown,IRREGULAR,,,National,,,,,,,,,,"If revived, may publish commercial regulations; currently dormant.  Placeholder for future.",Government trade oversight,extended,PENDING_REVIEW,True
SRC-148,148,Yemen Customs Tariff Schedule,,Trade policy,T1,Yemen Customs,,Government gazette,,Ad hoc,IRREGULAR,,,National,,,,,,,,,,Contains lists of applied tariffs by HS code; needed for trade policy analysis; may be outdated.,Trade policy,extended,PENDING_REVIEW,True
SRC-149,149,Yemen Ministry of Oil & Minerals / Safer Exploration & Production Company,,Oil & gas production,T1,Government of Yemen,,Press releases and statements,,Ad hoc,IRREGULAR,,,National,,,,,,,,,,"Data on oil output, refinery operations, revenue sharing between Aden and Sana’a; highly politicised; glean via news.",Oil & gas production,extended,PENDING_REVIEW,True
SRC-150,150,Yemen Diesel & LPG Demand Reports (if any),,Fuel consumption,T1,,,Logistics cluster or Ministry of Oil,,Occasional,IRREGULAR,,,National,,,,,,,,,,Provide estimates of fuel demand; cross‑check with WFP fuel price bulletins.,Fuel consumption,extended,PENDING_REVIEW,True
SRC-151,151,Yemen Gas Company (YGC) Circulars,,Gas supply,UNKNOWN,,,Official circulars/social media,,Irregular,IRREGULAR,,,National,,,,,,,,,,Announces LPG cylinder prices and distribution schedules; important for cost of living analysis.,Gas supply,extended,PENDING_REVIEW,True
SRC-152,152,Yemen Ministry of Social Affairs and Labour (MoSAL),,Employment policies,T1,Government of Yemen,,Circulars and speeches,,Ad hoc,IRREGULAR,,,National,,,,,,,,,,"May provide information on minimum wage, labour regulations; seldom published; glean via local media.",Employment policies,extended,PENDING_REVIEW,True
SRC-153,153,"Private sector surveys (e.g., Tadhamon Bank SME survey)",,Employment in SMEs,UNKNOWN,,,SME programmes,,Ad hoc,IRREGULAR,,,National,,,,,,,,,,"Surveys of SMEs on workforce, wages, skills; often part of project evaluations; need partner access.",Employment in SMEs,extended,NEEDS_KEY,True
SRC-154,154,FAO FAOSTAT Agricultural Commodities,,Agriculture,T1,,,Already included; emphasise cereals & livestock series,,Annual,ANNUAL,,,Global,,,,,,,,,,Pre‑2013 official data; update for proxies if available.,Agriculture,extended,PENDING_REVIEW,True
SRC-155,155,Yemen Ministry of Agriculture & Irrigation,,Agricultural production,T1,Government of Yemen,,Reports (pre‑2014) and bulletins,,Irregular,IRREGULAR,,,National,,,,,,,,,,"Provide production volumes by crop, area cultivated; mostly outdated; treat as historical baseline.",Agricultural production,extended,PENDING_REVIEW,True
SRC-156,156,Crops and Livestock Integrated Survey (if revived),,Agriculture & livelihoods,UNKNOWN,,,Household survey via CSO or FAO,,Occasional,IRREGULAR,,,National,,,,,,,,,,Last survey pre‑2014; should be added if new rounds conducted post‑conflict; treat as potential.,Agriculture & livelihoods,extended,PENDING_REVIEW,True
SRC-157,157,UNHCR Population Statistics,,Displacement & refugees,T1,,,Already included; emphasise cross‑border flows,,Annual,ANNUAL,,,Global,,,,,,,,,,Provide number of Yemeni refugees abroad and refugees in Yemen.,Displacement & refugees,extended,PENDING_REVIEW,True
SRC-158,158,International Organization for Migration (IOM) Displacement Tracking Matrix (DTM),,IDP & returnees,T1,IOM,,Already included; emphasise subnational details,,Quarterly/Occasional,QUARTERLY,,,Global,,,,,,,,,,"Provide counts of internally displaced persons, returnees, and migrant arrivals by governorate.",IDP & returnees,extended,PENDING_REVIEW,True
SRC-159,159,Janes Terrorism & Insurgency Centre (JTIC),,Conflict & security,UNKNOWN,,,Subscription,,Daily,DAILY,,,Commercial,,,,,,,,,,Detailed dataset on insurgent and terrorist attacks; expensive; mark as *Needs Key*.,Conflict & security,extended,NEEDS_KEY,True
SRC-160,160,United Nations Commodity Trade Statistics (Comtrade) for Arms (HS 9304),,Arms trade via trade data,T1,,,Comtrade API (as above),,Annual,ANNUAL,,,Global,,,,,,,,,,Import/export of arms category; can be used to detect arms shipments (if any recorded).,Arms trade via trade data,extended,PENDING_REVIEW,True
SRC-161,161,UN Security Council Sanctions List,,Sanctions,T1,,,Already included.,,Real‑time,IRREGULAR,,,Global,,,,,,,,,,Provide names of individuals/entities under sanctions; see master registry.,Sanctions,extended,PENDING_REVIEW,True
SRC-162,162,U.S. OFAC Specially Designated Nationals List,,Sanctions,T1,US Treasury OFAC,,Already included.,,Real‑time,IRREGULAR,,,Global,,,,,,,,,,Provide names of Yemeni entities under US sanctions.,Sanctions,extended,PENDING_REVIEW,True
SRC-163,163,EU and UK Sanctions Lists,,Sanctions,T1,,,Already included.,,Real‑time,IRREGULAR,,,Global,,,,,,,,,,Provide names under EU/UK sanctions regimes.,Sanctions,extended,PENDING_REVIEW,True
SRC-164,164,Yemen Ministry of Interior & Ministry of Defence (Aden & Sana’a),,Conflict reports,T1,Government of Yemen,,Official statements and press releases,,Ad hoc,IRREGULAR,,,National,,,,,,,,,,Provide casualty reports and conflict updates; seldom reliable; treat as narrative.,Conflict reports,extended,PENDING_REVIEW,True
